DATE,DEXHKUS
2004-07-05,.
2004-07-06,7.7990
2004-07-07,7.7994
2004-07-08,7.8000
2004-07-09,7.8000
2004-07-12,7.7997
2004-07-13,7.7998
2004-07-14,7.7998
2004-07-15,7.8003
2004-07-16,7.8000
2004-07-19,7.8000
2004-07-20,7.8002
2004-07-21,7.8000
2004-07-22,7.8000
2004-07-23,7.8005
2004-07-26,7.8000
2004-07-27,7.8008
2004-07-28,7.8000
2004-07-29,7.7998
2004-07-30,7.7999
2004-08-02,7.8000
2004-08-03,7.7990
2004-08-04,7.8003
2004-08-05,7.7999
2004-08-06,7.7970
2004-08-09,7.7985
2004-08-10,7.7996
2004-08-11,7.8000
2004-08-12,7.7989
2004-08-13,7.7991
2004-08-16,7.8000
2004-08-17,7.7998
2004-08-18,7.8003
2004-08-19,7.8000
2004-08-20,7.8000
2004-08-23,7.7997
2004-08-24,7.7998
2004-08-25,7.8000
2004-08-26,7.8000
2004-08-27,7.8005
2004-08-30,7.8004
2004-08-31,7.8000
2004-09-01,7.8000
2004-09-02,7.7970
2004-09-03,7.8002
2004-09-06,.
2004-09-07,7.7997
2004-09-08,7.7998
2004-09-09,7.7995
2004-09-10,7.8000
2004-09-13,7.8000
2004-09-14,7.7986
2004-09-15,7.7998
2004-09-16,7.7996
2004-09-17,7.7998
2004-09-20,7.7999
2004-09-21,7.7997
2004-09-22,7.7999
2004-09-23,7.7998
2004-09-24,7.8001
2004-09-27,7.7998
2004-09-28,7.7990
2004-09-29,7.7991
2004-09-30,7.7984
2004-10-01,7.7971
2004-10-04,7.7984
2004-10-05,7.7980
2004-10-06,7.7990
2004-10-07,7.7975
2004-10-08,7.7850
2004-10-11,.
2004-10-12,7.7924
2004-10-13,7.7946
2004-10-14,7.7920
2004-10-15,7.7885
2004-10-18,7.7915
2004-10-19,7.7905
2004-10-20,7.7856
2004-10-21,7.7864
2004-10-22,7.7868
2004-10-25,7.7752
2004-10-26,7.7803
2004-10-27,7.7770
2004-10-28,7.7792
2004-10-29,7.7834
2004-11-01,7.7798
2004-11-02,7.7815
2004-11-03,7.7801
2004-11-04,7.7753
2004-11-05,7.7718
2004-11-08,7.7751
2004-11-09,7.7742
2004-11-10,7.7807
2004-11-11,.
2004-11-12,7.7720
2004-11-15,7.7750
2004-11-16,7.7752
2004-11-17,7.7740
2004-11-18,7.7767
2004-11-19,7.7719
2004-11-22,7.7730
2004-11-23,7.7753
2004-11-24,7.7728
2004-11-25,.
2004-11-26,7.7734
2004-11-29,7.7759
2004-11-30,7.7760
2004-12-01,7.7741
2004-12-02,7.7726
2004-12-03,7.7723
2004-12-06,7.7702
2004-12-07,7.7702
2004-12-08,7.7698
2004-12-09,7.7760
2004-12-10,7.7747
2004-12-13,7.7749
2004-12-14,7.7760
2004-12-15,7.7743
2004-12-16,7.7751
2004-12-17,7.7796
2004-12-20,7.7814
2004-12-21,7.7796
2004-12-22,7.7815
2004-12-23,7.7814
2004-12-24,7.7819
2004-12-27,7.7821
2004-12-28,7.7731
2004-12-29,7.7793
2004-12-30,7.7757
2004-12-31,7.7723
2005-01-03,7.7775
2005-01-04,7.7851
2005-01-05,7.7881
2005-01-06,7.7935
2005-01-07,7.7920
2005-01-10,7.7946
2005-01-11,7.7955
2005-01-12,7.7929
2005-01-13,7.7915
2005-01-14,7.7962
2005-01-17,.
2005-01-18,7.7990
2005-01-19,7.7982
2005-01-20,7.7990
2005-01-21,7.7984
2005-01-24,7.7982
2005-01-25,7.7994
2005-01-26,7.7988
2005-01-27,7.7988
2005-01-28,7.7992
2005-01-31,7.7993
2005-02-01,7.7999
2005-02-02,7.7994
2005-02-03,7.7995
2005-02-04,7.7984
2005-02-07,7.7993
2005-02-08,7.7993
2005-02-09,7.7993
2005-02-10,7.7993
2005-02-11,7.7994
2005-02-14,7.7990
2005-02-15,7.7991
2005-02-16,7.7994
2005-02-17,7.7996
2005-02-18,7.7994
2005-02-21,.
2005-02-22,7.7995
2005-02-23,7.7996
2005-02-24,7.7996
2005-02-25,7.7996
2005-02-28,7.7992
2005-03-01,7.7994
2005-03-02,7.7996
2005-03-03,7.7996
2005-03-04,7.7996
2005-03-07,7.7996
2005-03-08,7.7996
2005-03-09,7.7996
2005-03-10,7.7989
2005-03-11,7.7992
2005-03-14,7.7996
2005-03-15,7.7995
2005-03-16,7.7994
2005-03-17,7.7998
2005-03-18,7.7987
2005-03-21,7.7989
2005-03-22,7.7996
2005-03-23,7.7993
2005-03-24,7.7996
2005-03-25,7.7994
2005-03-28,7.7995
2005-03-29,7.7996
2005-03-30,7.7993
2005-03-31,7.7990
2005-04-01,7.7989
2005-04-04,7.7991
2005-04-05,7.7995
2005-04-06,7.7993
2005-04-07,7.7990
2005-04-08,7.7989
2005-04-11,7.7990
2005-04-12,7.7991
2005-04-13,7.7989
2005-04-14,7.7987
2005-04-15,7.7984
2005-04-18,7.7990
2005-04-19,7.7990
2005-04-20,7.7994
2005-04-21,7.7992
2005-04-22,7.7956
2005-04-25,7.7959
2005-04-26,7.7981
2005-04-27,7.7988
2005-04-28,7.7989
2005-04-29,7.7946
2005-05-02,7.7963
2005-05-03,7.7952
2005-05-04,7.7937
2005-05-05,7.7915
2005-05-06,7.7929
2005-05-09,7.7970
2005-05-10,7.7984
2005-05-11,7.7980
2005-05-12,7.7977
2005-05-13,7.7984
2005-05-16,7.7992
2005-05-17,7.7995
2005-05-18,7.7940
2005-05-19,7.7928
2005-05-20,7.7905
2005-05-23,7.7861
2005-05-24,7.7803
2005-05-25,7.7816
2005-05-26,7.7811
2005-05-27,7.7767
2005-05-30,.
2005-05-31,7.7788
2005-06-01,7.7842
2005-06-02,7.7833
2005-06-03,7.7821
2005-06-06,7.7810
2005-06-07,7.7806
2005-06-08,7.7802
2005-06-09,7.7806
2005-06-10,7.7781
2005-06-13,7.7754
2005-06-14,7.7737
2005-06-15,7.7735
2005-06-16,7.7747
2005-06-17,7.7735
2005-06-20,7.7737
2005-06-21,7.7711
2005-06-22,7.7692
2005-06-23,7.7703
2005-06-24,7.7719
2005-06-27,7.7712
2005-06-28,7.7711
2005-06-29,7.7705
2005-06-30,7.7719
2005-07-01,7.7718
2005-07-04,.
2005-07-05,7.7718
2005-07-06,7.7729
2005-07-07,7.7728
2005-07-08,7.7739
2005-07-11,7.7776
2005-07-12,7.7787
2005-07-13,7.7792
2005-07-14,7.7773
2005-07-15,7.7772
2005-07-18,7.7760
2005-07-19,7.7770
2005-07-20,7.7777
2005-07-21,7.7685
2005-07-22,7.7733
2005-07-25,7.7732
2005-07-26,7.7764
2005-07-27,7.7773
2005-07-28,7.7743
2005-07-29,7.7744
2005-08-01,7.7722
2005-08-02,7.7722
2005-08-03,7.7712
2005-08-04,7.7729
2005-08-05,7.7711
2005-08-08,7.7709
2005-08-09,7.7713
2005-08-10,7.7693
2005-08-11,7.7687
2005-08-12,7.7691
2005-08-15,7.7684
2005-08-16,7.7714
2005-08-17,7.7713
2005-08-18,7.7692
2005-08-19,7.7711
2005-08-22,7.7710
2005-08-23,7.7734
2005-08-24,7.7733
2005-08-25,7.7709
2005-08-26,7.7688
2005-08-29,7.7691
2005-08-30,7.7710
2005-08-31,7.7718
2005-09-01,7.7693
2005-09-02,7.7670
2005-09-05,.
2005-09-06,7.7673
2005-09-07,7.7671
2005-09-08,7.7659
2005-09-09,7.7645
2005-09-12,7.7615
2005-09-13,7.7609
2005-09-14,7.7596
2005-09-15,7.7591
2005-09-16,7.7607
2005-09-19,7.7612
2005-09-20,7.7617
2005-09-21,7.7617
2005-09-22,7.7604
2005-09-23,7.7591
2005-09-26,7.7575
2005-09-27,7.7575
2005-09-28,7.7595
2005-09-29,7.7593
2005-09-30,7.7567
2005-10-03,7.7574
2005-10-04,7.7563
2005-10-05,7.7556
2005-10-06,7.7555
2005-10-07,7.7545
2005-10-10,.
2005-10-11,7.7579
2005-10-12,7.7581
2005-10-13,7.7583
2005-10-14,7.7565
2005-10-17,7.7571
2005-10-18,7.7586
2005-10-19,7.7587
2005-10-20,7.7587
2005-10-21,7.7543
2005-10-24,7.7549
2005-10-25,7.7546
2005-10-26,7.7535
2005-10-27,7.7535
2005-10-28,7.7529
2005-10-31,7.7519
2005-11-01,7.7514
2005-11-02,7.7526
2005-11-03,7.7524
2005-11-04,7.7523
2005-11-07,7.7521
2005-11-08,7.7539
2005-11-09,7.7570
2005-11-10,7.7553
2005-11-11,.
2005-11-14,7.7559
2005-11-15,7.7555
2005-11-16,7.7555
2005-11-17,7.7535
2005-11-18,7.7527
2005-11-21,7.7534
2005-11-22,7.7532
2005-11-23,7.7522
2005-11-24,.
2005-11-25,7.7540
2005-11-28,7.7536
2005-11-29,7.7539
2005-11-30,7.7546
2005-12-01,7.7548
2005-12-02,7.7544
2005-12-05,7.7534
2005-12-06,7.7540
2005-12-07,7.7540
2005-12-08,7.7539
2005-12-09,7.7541
2005-12-12,7.7534
2005-12-13,7.7532
2005-12-14,7.7528
2005-12-15,7.7526
2005-12-16,7.7518
2005-12-19,7.7516
2005-12-20,7.7518
2005-12-21,7.7520
2005-12-22,7.7523
2005-12-23,7.7525
2005-12-26,.
2005-12-27,7.7528
2005-12-28,7.7525
2005-12-29,7.7531
2005-12-30,7.7533
2006-01-02,.
2006-01-03,7.7535
2006-01-04,7.7533
2006-01-05,7.7534
2006-01-06,7.7531
2006-01-09,7.7507
2006-01-10,7.7506
2006-01-11,7.7509
2006-01-12,7.7511
2006-01-13,7.7513
2006-01-16,.
2006-01-17,7.7535
2006-01-18,7.7533
2006-01-19,7.7535
2006-01-20,7.7545
2006-01-23,7.7541
2006-01-24,7.7554
2006-01-25,7.7566
2006-01-26,7.7561
2006-01-27,7.7565
2006-01-30,7.7571
2006-01-31,7.7561
2006-02-01,7.7569
2006-02-02,7.7564
2006-02-03,7.7570
2006-02-06,7.7579
2006-02-07,7.7590
2006-02-08,7.7618
2006-02-09,7.7613
2006-02-10,7.7590
2006-02-13,7.7594
2006-02-14,7.7604
2006-02-15,7.7612
2006-02-16,7.7603
2006-02-17,7.7604
2006-02-20,.
2006-02-21,7.7610
2006-02-22,7.7611
2006-02-23,7.7587
2006-02-24,7.7580
2006-02-27,7.7580
2006-02-28,7.7584
2006-03-01,7.7574
2006-03-02,7.7574
2006-03-03,7.7587
2006-03-06,7.7587
2006-03-07,7.7607
2006-03-08,7.7609
2006-03-09,7.7608
2006-03-10,7.7620
2006-03-13,7.7590
2006-03-14,7.7578
2006-03-15,7.7583
2006-03-16,7.7570
2006-03-17,7.7573
2006-03-20,7.7585
2006-03-21,7.7594
2006-03-22,7.7599
2006-03-23,7.7591
2006-03-24,7.7591
2006-03-27,7.7590
2006-03-28,7.7590
2006-03-29,7.7598
2006-03-30,7.7595
2006-03-31,7.7597
2006-04-03,7.7598
2006-04-04,7.7591
2006-04-05,7.7589
2006-04-06,7.7579
2006-04-07,7.7557
2006-04-10,7.7564
2006-04-11,7.7589
2006-04-12,7.7582
2006-04-13,7.7575
2006-04-14,7.7569
2006-04-17,7.7565
2006-04-18,7.7556
2006-04-19,7.7539
2006-04-20,7.7544
2006-04-21,7.7542
2006-04-24,7.7530
2006-04-25,7.7537
2006-04-26,7.7548
2006-04-27,7.7544
2006-04-28,7.7529
2006-05-01,7.7527
2006-05-02,7.7536
2006-05-03,7.7526
2006-05-04,7.7521
2006-05-05,7.7518
2006-05-08,7.7510
2006-05-09,7.7517
2006-05-10,7.7517
2006-05-11,7.7526
2006-05-12,7.7532
2006-05-15,7.7531
2006-05-16,7.7531
2006-05-17,7.7534
2006-05-18,7.7541
2006-05-19,7.7554
2006-05-22,7.7537
2006-05-23,7.7553
2006-05-24,7.7559
2006-05-25,7.7567
2006-05-26,7.7562
2006-05-29,.
2006-05-30,7.7575
2006-05-31,7.7567
2006-06-01,7.7578
2006-06-02,7.7581
2006-06-05,7.7586
2006-06-06,7.7596
2006-06-07,7.7617
2006-06-08,7.7619
2006-06-09,7.7611
2006-06-12,7.7607
2006-06-13,7.7624
2006-06-14,7.7621
2006-06-15,7.7617
2006-06-16,7.7643
2006-06-19,7.7660
2006-06-20,7.7666
2006-06-21,7.7665
2006-06-22,7.7660
2006-06-23,7.7684
2006-06-26,7.7675
2006-06-27,7.7661
2006-06-28,7.7678
2006-06-29,7.7675
2006-06-30,7.7666
2006-07-03,7.7670
2006-07-04,.
2006-07-05,7.7715
2006-07-06,7.7709
2006-07-07,7.7682
2006-07-10,7.7707
2006-07-11,7.7730
2006-07-12,7.7759
2006-07-13,7.7754
2006-07-14,7.7753
2006-07-17,7.7751
2006-07-18,7.7740
2006-07-19,7.7756
2006-07-20,7.7756
2006-07-21,7.7754
2006-07-24,7.7773
2006-07-25,7.7775
2006-07-26,7.7775
2006-07-27,7.7717
2006-07-28,7.7703
2006-07-31,7.7703
2006-08-01,7.7723
2006-08-02,7.7735
2006-08-03,7.7726
2006-08-04,7.7742
2006-08-07,7.7755
2006-08-08,7.7760
2006-08-09,7.7769
2006-08-10,7.7768
2006-08-11,7.7772
2006-08-14,7.7785
2006-08-15,7.7789
2006-08-16,7.7768
2006-08-17,7.7748
2006-08-18,7.7732
2006-08-21,7.7752
2006-08-22,7.7764
2006-08-23,7.7770
2006-08-24,7.7766
2006-08-25,7.7796
2006-08-28,7.7790
2006-08-29,7.7776
2006-08-30,7.7774
2006-08-31,7.7767
2006-09-01,7.7780
2006-09-04,.
2006-09-05,7.7776
2006-09-06,7.7772
2006-09-07,7.7767
2006-09-08,7.7781
2006-09-11,7.7785
2006-09-12,7.7793
2006-09-13,7.7808
2006-09-14,7.7819
2006-09-15,7.7825
2006-09-18,7.7841
2006-09-19,7.7862
2006-09-20,7.7855
2006-09-21,7.7834
2006-09-22,7.7827
2006-09-25,7.7837
2006-09-26,7.7866
2006-09-27,7.7878
2006-09-28,7.7884
2006-09-29,7.7913
2006-10-02,7.7911
2006-10-03,7.7907
2006-10-04,7.7917
2006-10-05,7.7865
2006-10-06,7.7852
2006-10-09,.
2006-10-10,7.7928
2006-10-11,7.7927
2006-10-12,7.7906
2006-10-13,7.7889
2006-10-16,7.7837
2006-10-17,7.7802
2006-10-18,7.7839
2006-10-19,7.7875
2006-10-20,7.7847
2006-10-23,7.7815
2006-10-24,7.7812
2006-10-25,7.7818
2006-10-26,7.7809
2006-10-27,7.7751
2006-10-30,7.7746
2006-10-31,7.7780
2006-11-01,7.7765
2006-11-02,7.7762
2006-11-03,7.7774
2006-11-06,7.7818
2006-11-07,7.7848
2006-11-08,7.7838
2006-11-09,7.7838
2006-11-10,7.7824
2006-11-13,7.7844
2006-11-14,7.7842
2006-11-15,7.7859
2006-11-16,7.7856
2006-11-17,7.7875
2006-11-20,7.7864
2006-11-21,7.7859
2006-11-22,7.7864
2006-11-23,.
2006-11-24,7.7759
2006-11-27,7.7761
2006-11-28,7.7753
2006-11-29,7.7751
2006-11-30,7.7779
2006-12-01,7.7748
2006-12-04,7.7722
2006-12-05,7.7709
2006-12-06,7.7700
2006-12-07,7.7665
2006-12-08,7.7736
2006-12-11,7.7733
2006-12-12,7.7731
2006-12-13,7.7712
2006-12-14,7.7708
2006-12-15,7.7721
2006-12-18,7.7725
2006-12-19,7.7752
2006-12-20,7.7743
2006-12-21,7.7756
2006-12-22,7.7771
2006-12-25,.
2006-12-26,7.7787
2006-12-27,7.7741
2006-12-28,7.7719
2006-12-29,7.7771
2007-01-01,.
2007-01-02,7.7797
2007-01-03,7.7867
2007-01-04,7.7885
2007-01-05,7.7908
2007-01-08,7.7946
2007-01-09,7.7974
2007-01-10,7.7983
2007-01-11,7.7977
2007-01-12,7.7992
2007-01-15,.
2007-01-16,7.8005
2007-01-17,7.8039
2007-01-18,7.8100
2007-01-19,7.8072
2007-01-22,7.7973
2007-01-23,7.7998
2007-01-24,7.8035
2007-01-25,7.8063
2007-01-26,7.8091
2007-01-29,7.8112
2007-01-30,7.8100
2007-01-31,7.8078
2007-02-01,7.8041
2007-02-02,7.8068
2007-02-05,7.8086
2007-02-06,7.8090
2007-02-07,7.8130
2007-02-08,7.8141
2007-02-09,7.8131
2007-02-12,7.8136
2007-02-13,7.8141
2007-02-14,7.8133
2007-02-15,7.8087
2007-02-16,7.8124
2007-02-19,.
2007-02-20,7.8141
2007-02-21,7.8127
2007-02-22,7.8112
2007-02-23,7.8087
2007-02-26,7.8127
2007-02-27,7.8136
2007-02-28,7.8119
2007-03-01,7.8119
2007-03-02,7.8146
2007-03-05,7.8149
2007-03-06,7.8151
2007-03-07,7.8177
2007-03-08,7.8129
2007-03-09,7.8141
2007-03-12,7.8143
2007-03-13,7.8154
2007-03-14,7.8148
2007-03-15,7.8116
2007-03-16,7.8108
2007-03-19,7.8124
2007-03-20,7.8124
2007-03-21,7.8107
2007-03-22,7.8093
2007-03-23,7.8105
2007-03-26,7.8130
2007-03-27,7.8130
2007-03-28,7.8139
2007-03-29,7.8127
2007-03-30,7.8137
2007-04-02,7.8155
2007-04-03,7.8153
2007-04-04,7.8166
2007-04-05,7.8162
2007-04-06,7.8174
2007-04-09,7.8175
2007-04-10,7.8124
2007-04-11,7.8129
2007-04-12,7.8143
2007-04-13,7.8120
2007-04-16,7.8134
2007-04-17,7.8117
2007-04-18,7.8095
2007-04-19,7.8133
2007-04-20,7.8137
2007-04-23,7.8148
2007-04-24,7.8154
2007-04-25,7.8180
2007-04-26,7.8210
2007-04-27,7.8212
2007-04-30,7.8212
2007-05-01,7.8222
2007-05-02,7.8215
2007-05-03,7.8211
2007-05-04,7.8207
2007-05-07,7.8182
2007-05-08,7.8180
2007-05-09,7.8197
2007-05-10,7.8204
2007-05-11,7.8201
2007-05-14,7.8116
2007-05-15,7.8141
2007-05-16,7.8185
2007-05-17,7.8204
2007-05-18,7.8188
2007-05-21,7.8215
2007-05-22,7.8236
2007-05-23,7.8228
2007-05-24,7.8233
2007-05-25,7.8225
2007-05-28,.
2007-05-29,7.8194
2007-05-30,7.8044
2007-05-31,7.8087
2007-06-01,7.8106
2007-06-04,7.8062
2007-06-05,7.8086
2007-06-06,7.8116
2007-06-07,7.8146
2007-06-08,7.8157
2007-06-11,7.8141
2007-06-12,7.8167
2007-06-13,7.8148
2007-06-14,7.8169
2007-06-15,7.8188
2007-06-18,7.8171
2007-06-19,7.8171
2007-06-20,7.8141
2007-06-21,7.8123
2007-06-22,7.8151
2007-06-25,7.8122
2007-06-26,7.8126
2007-06-27,7.8147
2007-06-28,7.8165
2007-06-29,7.8184
2007-07-02,7.8165
2007-07-03,7.8129
2007-07-04,.
2007-07-05,7.8173
2007-07-06,7.8175
2007-07-09,7.8148
2007-07-10,7.8158
2007-07-11,7.8160
2007-07-12,7.8165
2007-07-13,7.8194
2007-07-16,7.8202
2007-07-17,7.8202
2007-07-18,7.8201
2007-07-19,7.8209
2007-07-20,7.8199
2007-07-23,7.8202
2007-07-24,7.8218
2007-07-25,7.8240
2007-07-26,7.8237
2007-07-27,7.8242
2007-07-30,7.8246
2007-07-31,7.8264
2007-08-01,7.8285
2007-08-02,7.8277
2007-08-03,7.8283
2007-08-06,7.8289
2007-08-07,7.8281
2007-08-08,7.8281
2007-08-09,7.8235
2007-08-10,7.8197
2007-08-13,7.8231
2007-08-14,7.8224
2007-08-15,7.8203
2007-08-16,7.8181
2007-08-17,7.8137
2007-08-20,7.8189
2007-08-21,7.8073
2007-08-22,7.8081
2007-08-23,7.8093
2007-08-24,7.8005
2007-08-27,7.8035
2007-08-28,7.7991
2007-08-29,7.8042
2007-08-30,7.7975
2007-08-31,7.7968
2007-09-03,7.7968
2007-09-04,7.7947
2007-09-05,7.7928
2007-09-06,7.7865
2007-09-07,7.7871
2007-09-10,7.7758
2007-09-11,7.7864
2007-09-12,7.7878
2007-09-13,7.7889
2007-09-14,7.7873
2007-09-17,7.7875
2007-09-18,7.7888
2007-09-19,7.7848
2007-09-20,7.7828
2007-09-21,7.7834
2007-09-24,7.7735
2007-09-25,7.7681
2007-09-26,7.7668
2007-09-27,7.7591
2007-09-28,7.7689
2007-10-01,7.7694
2007-10-02,7.7625
2007-10-03,7.7588
2007-10-04,7.7590
2007-10-05,7.7556
2007-10-08,7.7556
2007-10-09,7.7604
2007-10-10,7.7559
2007-10-11,7.7555
2007-10-12,7.7535
2007-10-15,7.7536
2007-10-16,7.7540
2007-10-17,7.7541
2007-10-18,7.7510
2007-10-19,7.7504
2007-10-22,7.7504
2007-10-23,7.7506
2007-10-24,7.7509
2007-10-25,7.7502
2007-10-26,7.7504
2007-10-29,7.7511
2007-10-30,7.7497
2007-10-31,7.7502
2007-11-01,7.7573
2007-11-02,7.7573
2007-11-05,7.7635
2007-11-06,7.7630
2007-11-07,7.7649
2007-11-08,7.7651
2007-11-09,7.7817
2007-11-12,.
2007-11-13,7.7870
2007-11-14,7.7890
2007-11-15,7.7866
2007-11-16,7.7819
2007-11-19,7.7818
2007-11-20,7.7795
2007-11-21,7.7808
2007-11-22,7.7808
2007-11-23,7.7779
2007-11-26,7.7844
2007-11-27,7.7838
2007-11-28,7.7840
2007-11-29,7.7885
2007-11-30,7.7874
2007-12-03,7.7879
2007-12-04,7.7911
2007-12-05,7.7944
2007-12-06,7.7932
2007-12-07,7.7938
2007-12-10,7.7966
2007-12-11,7.7967
2007-12-12,7.7984
2007-12-13,7.7966
2007-12-14,7.7991
2007-12-17,7.7974
2007-12-18,7.8023
2007-12-19,7.8005
2007-12-20,7.8010
2007-12-21,7.8006
2007-12-24,7.8055
2007-12-25,.
2007-12-26,7.8073
2007-12-27,7.8012
2007-12-28,7.8047
2007-12-31,7.7984
2008-01-01,.
2008-01-02,7.8107
2008-01-03,7.8047
2008-01-04,7.8003
2008-01-07,7.8015
2008-01-08,7.8016
2008-01-09,7.8053
2008-01-10,7.8036
2008-01-11,7.8052
2008-01-14,7.8036
2008-01-15,7.7989
2008-01-16,7.7998
2008-01-17,7.8047
2008-01-18,7.8073
2008-01-21,.
2008-01-22,7.8094
2008-01-23,7.8075
2008-01-24,7.8092
2008-01-25,7.8072
2008-01-28,7.8081
2008-01-29,7.8048
2008-01-30,7.8024
2008-01-31,7.7961
2008-02-01,7.7971
2008-02-04,7.7999
2008-02-05,7.7985
2008-02-06,7.8009
2008-02-07,7.8004
2008-02-08,7.8004
2008-02-11,7.7968
2008-02-12,7.7977
2008-02-13,7.7998
2008-02-14,7.7995
2008-02-15,7.8004
2008-02-18,.
2008-02-19,7.8012
2008-02-20,7.8007
2008-02-21,7.7990
2008-02-22,7.7968
2008-02-25,7.7971
2008-02-26,7.7936
2008-02-27,7.7842
2008-02-28,7.7821
2008-02-29,7.7807
2008-03-03,7.7841
2008-03-04,7.7829
2008-03-05,7.7897
2008-03-06,7.7885
2008-03-07,7.7857
2008-03-10,7.7887
2008-03-11,7.7879
2008-03-12,7.7872
2008-03-13,7.7858
2008-03-14,7.7829
2008-03-17,7.7642
2008-03-18,7.7702
2008-03-19,7.7720
2008-03-20,7.7774
2008-03-21,7.7770
2008-03-24,7.7787
2008-03-25,7.7782
2008-03-26,7.7820
2008-03-27,7.7813
2008-03-28,7.7807
2008-03-31,7.7819
2008-04-01,7.7868
2008-04-02,7.7879
2008-04-03,7.7905
2008-04-04,7.7909
2008-04-07,7.7899
2008-04-08,7.7871
2008-04-09,7.7898
2008-04-10,7.7863
2008-04-11,7.7885
2008-04-14,7.7912
2008-04-15,7.7931
2008-04-16,7.7935
2008-04-17,7.7915
2008-04-18,7.7939
2008-04-21,7.7936
2008-04-22,7.7929
2008-04-23,7.7963
2008-04-24,7.7908
2008-04-25,7.7911
2008-04-28,7.7897
2008-04-29,7.7920
2008-04-30,7.7950
2008-05-01,7.7931
2008-05-02,7.7951
2008-05-05,7.7946
2008-05-06,7.7931
2008-05-07,7.7935
2008-05-08,7.7946
2008-05-09,7.7965
2008-05-12,7.7963
2008-05-13,7.7966
2008-05-14,7.7990
2008-05-15,7.7995
2008-05-16,7.7998
2008-05-19,7.7999
2008-05-20,7.8004
2008-05-21,7.8004
2008-05-22,7.7999
2008-05-23,7.8018
2008-05-26,.
2008-05-27,7.8060
2008-05-28,7.8050
2008-05-29,7.8051
2008-05-30,7.8041
2008-06-02,7.8037
2008-06-03,7.8049
2008-06-04,7.8079
2008-06-05,7.8077
2008-06-06,7.8095
2008-06-09,7.8082
2008-06-10,7.8093
2008-06-11,7.8090
2008-06-12,7.8159
2008-06-13,7.8155
2008-06-16,7.8083
2008-06-17,7.8093
2008-06-18,7.8061
2008-06-19,7.8068
2008-06-20,7.8057
2008-06-23,7.8073
2008-06-24,7.8070
2008-06-25,7.8070
2008-06-26,7.8051
2008-06-27,7.8023
2008-06-30,7.7970
2008-07-01,7.7992
2008-07-02,7.7979
2008-07-03,7.7978
2008-07-04,.
2008-07-07,7.8026
2008-07-08,7.8022
2008-07-09,7.8027
2008-07-10,7.8030
2008-07-11,7.8039
2008-07-14,7.8037
2008-07-15,7.7967
2008-07-16,7.7990
2008-07-17,7.7976
2008-07-18,7.7968
2008-07-21,7.7971
2008-07-22,7.7959
2008-07-23,7.7993
2008-07-24,7.7988
2008-07-25,7.8000
2008-07-28,7.8002
2008-07-29,7.8022
2008-07-30,7.8036
2008-07-31,7.8017
2008-08-01,7.8046
2008-08-04,7.8036
2008-08-05,7.8043
2008-08-06,7.8050
2008-08-07,7.8045
2008-08-08,7.8126
2008-08-11,7.8081
2008-08-12,7.8074
2008-08-13,7.8083
2008-08-14,7.8097
2008-08-15,7.8142
2008-08-18,7.8124
2008-08-19,7.8108
2008-08-20,7.8089
2008-08-21,7.8063
2008-08-22,7.8059
2008-08-25,7.8076
2008-08-26,7.8070
2008-08-27,7.8074
2008-08-28,7.8068
2008-08-29,7.8036
2008-09-01,.
2008-09-02,7.8067
2008-09-03,7.8076
2008-09-04,7.8080
2008-09-05,7.8094
2008-09-08,7.8014
2008-09-09,7.7977
2008-09-10,7.7995
2008-09-11,7.7973
2008-09-12,7.7963
2008-09-15,7.7937
2008-09-16,7.7760
2008-09-17,7.7812
2008-09-18,7.7799
2008-09-19,7.7770
2008-09-22,7.7700
2008-09-23,7.7582
2008-09-24,7.7608
2008-09-25,7.7731
2008-09-26,7.7704
2008-09-29,7.7629
2008-09-30,7.7659
2008-10-01,7.7669
2008-10-02,7.7707
2008-10-03,7.7719
2008-10-06,7.7699
2008-10-07,7.7736
2008-10-08,7.7695
2008-10-09,7.7602
2008-10-10,7.7590
2008-10-13,.
2008-10-14,7.7599
2008-10-15,7.7573
2008-10-16,7.7571
2008-10-17,7.7554
2008-10-20,7.7549
2008-10-21,7.7529
2008-10-22,7.7523
2008-10-23,7.7544
2008-10-24,7.7510
2008-10-27,7.7515
2008-10-28,7.7520
2008-10-29,7.7514
2008-10-30,7.7511
2008-10-31,7.7503
2008-11-03,7.7497
2008-11-04,7.7499
2008-11-05,7.7497
2008-11-06,7.7499
2008-11-07,7.7497
2008-11-10,7.7498
2008-11-11,.
2008-11-12,7.7504
2008-11-13,7.7504
2008-11-14,7.7498
2008-11-17,7.7499
2008-11-18,7.7500
2008-11-19,7.7498
2008-11-20,7.7497
2008-11-21,7.7509
2008-11-24,7.7523
2008-11-25,7.7550
2008-11-26,7.7560
2008-11-27,.
2008-11-28,7.7501
2008-12-01,7.7510
2008-12-02,7.7514
2008-12-03,7.7522
2008-12-04,7.7516
2008-12-05,7.7513
2008-12-08,7.7504
2008-12-09,7.7501
2008-12-10,7.7500
2008-12-11,7.7499
2008-12-12,7.7497
2008-12-15,7.7500
2008-12-16,7.7505
2008-12-17,7.7500
2008-12-18,7.7502
2008-12-19,7.7501
2008-12-22,7.7508
2008-12-23,7.7497
2008-12-24,7.7503
2008-12-25,.
2008-12-26,7.7502
2008-12-29,7.7500
2008-12-30,7.7498
2008-12-31,7.7499
2009-01-01,.
2009-01-02,7.7504
